W.L,Weight.class,Method,Round,Time,Fighter1,Fighter2,Fight_url,Date,Kd1,SigStrikes1,TotStrikes1,Td1,SubAtt1,Pass1,Rev1,Kd2,SigStrikes2,TotStrikes2,Td2,SubAtt2,Pass2,Rev2,Head1,Body1,Leg1,Distance1,Clinch1,Ground1,Head2,Body2,Leg2,Distance2,Clinch2,Ground2
win,Light Heavyweight,"KO/TKO

      

      
        Punch",1,4:27,Ryan Jimmo,Sean O'Connell,http://www.fightmetric.com/fight-details/f0b117394e52996b,"April 16, 2014","
      1
    ","
      20 of 32
    ","
      29 of 44
    ","
      1 of 1
    ","
      0
    ","
      0
    ","
      0
    ","
      0
    ","
      15 of 25
    ","
      41 of 56
    ","
      0 of 1
    ","
      0
    ","
      0
    ","
      0
    ","
      12 of 22
    ","
      8 of 10
    ","
      0 of 0
    ","
      7 of 16
    ","
      10 of 13
    ","
      3 of 3
    ","
      6 of 13
    ","
      9 of 11
    ","
      0 of 1
    ","
      5 of 14
    ","
      10 of 11
    ","
      0 of 0
    "
win,Bantamweight,U-DEC,3,5:00,George Roop,Dustin Kimura,http://www.fightmetric.com/fight-details/3427667c1a265fe5,"April 16, 2014","
      0
    ","
      53 of 109
    ","
      74 of 135
    ","
      2 of 2
    ","
      0
    ","
      2
    ","
      0
    ","
      0
    ","
      7 of 31
    ","
      19 of 45
    ","
      3 of 6
    ","
      0
    ","
      2
    ","
      0
    ","
      43 of 95
    ","
      9 of 12
    ","
      1 of 2
    ","
      15 of 51
    ","
      3 of 10
    ","
      35 of 48
    ","
      3 of 25
    ","
      4 of 6
    ","
      0 of 0
    ","
      2 of 22
    ","
      3 of 5
    ","
      2 of 4
    "
win,Lightweight,S-DEC,3,5:00,Mark Bocek,Mike de la Torre,http://www.fightmetric.com/fight-details/a7aac5f6b470ddaa,"April 16, 2014","
      0
    ","
      70 of 171
    ","
      108 of 209
    ","
      3 of 13
    ","
      0
    ","
      1
    ","
      0
    ","
      0
    ","
      57 of 177
    ","
      144 of 270
    ","
      1 of 2
    ","
      0
    ","
      0
    ","
      0
    ","
      45 of 136
    ","
      17 of 25
    ","
      8 of 10
    ","
      31 of 121
    ","
      39 of 50
    ","
      0 of 0
    ","
      43 of 159
    ","
      13 of 17
    ","
      1 of 1
    ","
      38 of 157
    ","
      18 of 19
    ","
      1 of 1
    "
win,Middleweight,U-DEC,3,5:00,Nordine Taleb,Vik Grujic,http://www.fightmetric.com/fight-details/01c67a3990800dc3,"April 16, 2014","
      0
    ","
      48 of 75
    ","
      131 of 161
    ","
      4 of 4
    ","
      0
    ","
      3
    ","
      0
    ","
      0
    ","
      4 of 32
    ","
      44 of 72
    ","
      0 of 1
    ","
      0
    ","
      0
    ","
      0
    ","
      24 of 43
    ","
      22 of 26
    ","
      2 of 6
    ","
      9 of 26
    ","
      9 of 9
    ","
      30 of 40
    ","
      3 of 27
    ","
      1 of 5
    ","
      0 of 0
    ","
      2 of 29
    ","
      2 of 3
    ","
      0 of 0
    "
win,Welterweight,U-DEC,3,5:00,Richard Walsh,Chris Indich,http://www.fightmetric.com/fight-details/e532ef88b8cb26d2,"April 16, 2014","
      0
    ","
      71 of 122
    ","
      153 of 212
    ","
      5 of 9
    ","
      0
    ","
      2
    ","
      0
    ","
      0
    ","
      12 of 49
    ","
      27 of 65
    ","
      0 of 1
    ","
      2
    ","
      0
    ","
      0
    ","
      50 of 93
    ","
      15 of 20
    ","
      6 of 9
    ","
      16 of 52
    ","
      39 of 53
    ","
      16 of 17
    ","
      3 of 32
    ","
      1 of 5
    ","
      8 of 12
    ","
      9 of 39
    ","
      3 of 10
    ","
      0 of 0
    "
win,Bantamweight,U-DEC,3,5:00,Mitch Gagnon,Tim Gorman,http://www.fightmetric.com/fight-details/d2519c169f3039ee,"April 16, 2014","
      0
    ","
      47 of 98
    ","
      93 of 144
    ","
      2 of 3
    ","
      5
    ","
      0
    ","
      0
    ","
      0
    ","
      15 of 69
    ","
      50 of 106
    ","
      0 of 10
    ","
      0
    ","
      1
    ","
      0
    ","
      22 of 70
    ","
      19 of 20
    ","
      6 of 8
    ","
      27 of 72
    ","
      11 of 14
    ","
      9 of 12
    ","
      12 of 64
    ","
      1 of 1
    ","
      2 of 4
    ","
      8 of 53
    ","
      7 of 13
    ","
      0 of 3
    "
win,Heavyweight,"KO/TKO

      

      
        Punch",1,3:37,Roy Nelson,Minotauro Nogueira,http://www.fightmetric.com/fight-details/20d732758337f0a5,"April 11, 2014","
      0
    ","
      12 of 37
    ","
      12 of 37
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      2
    ","
      19 of 35
    ","
      20 of 36
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      12 of 36
    ","
      0 of 1
    ","
      0 of 0
    ","
      12 of 37
    ","
      0 of 0
    ","
      0 of 0
    ","
      18 of 33
    ","
      1 of 2
    ","
      0 of 0
    ","
      18 of 34
    ","
      0 of 0
    ","
      1 of 1
    "
win,Featherweight,U-DEC,3,5:00,Clay Guida,Tatsuya Kawajiri,http://www.fightmetric.com/fight-details/a2e1e35e4e84e08d,"April 11, 2014","
      1
    ","
      47 of 68
    ","
      92 of 113
    ","
      3 of 10
    ","
      0
    ","
      1
    ","
      0
    ","
      0
    ","
      19 of 51
    ","
      36 of 68
    ","
      1 of 5
    ","
      1
    ","
      0
    ","
      0
    ","
      18 of 39
    ","
      7 of 7
    ","
      22 of 22
    ","
      12 of 32
    ","
      17 of 17
    ","
      18 of 19
    ","
      18 of 48
    ","
      0 of 2
    ","
      1 of 1
    ","
      12 of 43
    ","
      7 of 8
    ","
      0 of 0
    "
win,Welterweight,U-DEC,3,5:00,Ryan LaFlare,John Howard,http://www.fightmetric.com/fight-details/8c47c4b9503dd5b4,"April 11, 2014","
      1
    ","
      35 of 53
    ","
      73 of 92
    ","
      1 of 2
    ","
      0
    ","
      1
    ","
      0
    ","
      0
    ","
      64 of 97
    ","
      97 of 135
    ","
      4 of 7
    ","
      0
    ","
      6
    ","
      1
    ","
      17 of 34
    ","
      10 of 11
    ","
      8 of 8
    ","
      25 of 38
    ","
      9 of 14
    ","
      1 of 1
    ","
      27 of 56
    ","
      32 of 36
    ","
      5 of 5
    ","
      28 of 56
    ","
      20 of 24
    ","
      16 of 17
    "
win,Lightweight,"KO/TKO

      

      
        Punches",1,4:20,Ramsey Nijem,Beneil Dariush,http://www.fightmetric.com/fight-details/beed8bc1f800de8f,"April 11, 2014","
      2
    ","
      34 of 51
    ","
      92 of 121
    ","
      1 of 1
    ","
      1
    ","
      4
    ","
      0
    ","
      0
    ","
      9 of 20
    ","
      14 of 25
    ","
      0 of 1
    ","
      0
    ","
      0
    ","
      0
    ","
      25 of 39
    ","
      3 of 6
    ","
      6 of 6
    ","
      15 of 28
    ","
      0 of 1
    ","
      19 of 22
    ","
      6 of 14
    ","
      3 of 6
    ","
      0 of 0
    ","
      6 of 14
    ","
      3 of 6
    ","
      0 of 0
    "
win,Heavyweight,U-DEC,3,5:00,Jared Rosholt,Daniel Omielanczuk,http://www.fightmetric.com/fight-details/f524520a7fe0a8b8,"April 11, 2014","
      0
    ","
      34 of 51
    ","
      124 of 151
    ","
      3 of 5
    ","
      0
    ","
      8
    ","
      0
    ","
      0
    ","
      10 of 15
    ","
      41 of 50
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      17 of 34
    ","
      16 of 16
    ","
      1 of 1
    ","
      4 of 14
    ","
      0 of 1
    ","
      30 of 36
    ","
      5 of 10
    ","
      4 of 4
    ","
      1 of 1
    ","
      7 of 11
    ","
      1 of 1
    ","
      2 of 3
    "
win,Middleweight,"KO/TKO

      

      
        Punch",1,0:45,Thales Leites,Trevor Smith,http://www.fightmetric.com/fight-details/a523ac02533f8b4d,"April 11, 2014","
      1
    ","
      5 of 8
    ","
      9 of 12
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      0
    ","
      3 of 10
    ","
      3 of 10
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      5 of 8
    ","
      0 of 0
    ","
      0 of 0
    ","
      3 of 6
    ","
      0 of 0
    ","
      2 of 2
    ","
      1 of 6
    ","
      1 of 2
    ","
      1 of 2
    ","
      3 of 10
    ","
      0 of 0
    ","
      0 of 0
    "
win,Featherweight,S-DEC,3,5:00,Jim Alers,Alan Omer,http://www.fightmetric.com/fight-details/f7fac3df5c6dc91f,"April 11, 2014","
      0
    ","
      58 of 101
    ","
      69 of 112
    ","
      1 of 3
    ","
      0
    ","
      1
    ","
      0
    ","
      1
    ","
      36 of 93
    ","
      97 of 163
    ","
      2 of 5
    ","
      0
    ","
      0
    ","
      0
    ","
      33 of 70
    ","
      10 of 15
    ","
      15 of 16
    ","
      26 of 58
    ","
      22 of 27
    ","
      10 of 16
    ","
      20 of 70
    ","
      5 of 9
    ","
      11 of 14
    ","
      14 of 57
    ","
      12 of 22
    ","
      10 of 14
    "
"nc
                  


                  
                    nc",Bantamweight,CNC,1,0:39,Rani Yahya,Johnny Bedford,http://www.fightmetric.com/fight-details/ceac6997d22f2f3b,"April 11, 2014","
      0
    ","
      3 of 8
    ","
      3 of 8
    ","
      0 of 1
    ","
      0
    ","
      0
    ","
      0
    ","
      0
    ","
      4 of 6
    ","
      4 of 6
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      0 of 4
    ","
      1 of 1
    ","
      2 of 3
    ","
      3 of 8
    ","
      0 of 0
    ","
      0 of 0
    ","
      4 of 6
    ","
      0 of 0
    ","
      0 of 0
    ","
      2 of 4
    ","
      0 of 0
    ","
      2 of 2
    "
win,Light Heavyweight,"KO/TKO

      

      
        Punch",3,1:31,Dan Henderson,Mauricio Rua,http://www.fightmetric.com/fight-details/981e2f5a8e46a1f1,"March 23, 2014","
      2
    ","
      48 of 96
    ","
      79 of 128
    ","
      1 of 2
    ","
      0
    ","
      2
    ","
      0
    ","
      1
    ","
      23 of 60
    ","
      32 of 70
    ","
      0 of 2
    ","
      0
    ","
      0
    ","
      0
    ","
      31 of 74
    ","
      4 of 7
    ","
      13 of 15
    ","
      31 of 71
    ","
      4 of 5
    ","
      13 of 20
    ","
      16 of 51
    ","
      3 of 4
    ","
      4 of 5
    ","
      14 of 46
    ","
      5 of 10
    ","
      4 of 4
    "
win,Middleweight,"KO/TKO

      

      
        Punch",1,0:39,CB Dollaway,Cezar Ferreira,http://www.fightmetric.com/fight-details/eae8d2c30c0bb499,"March 23, 2014","
      0
    ","
      3 of 8
    ","
      3 of 8
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      1
    ","
      12 of 16
    ","
      13 of 17
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      3 of 8
    ","
      0 of 0
    ","
      0 of 0
    ","
      3 of 8
    ","
      0 of 0
    ","
      0 of 0
    ","
      12 of 16
    ","
      0 of 0
    ","
      0 of 0
    ","
      5 of 7
    ","
      0 of 0
    ","
      7 of 9
    "
"draw
                  


                  
                    draw",Lightweight,M-DEC,3,5:00,Leonardo Santos,Norman Parke,http://www.fightmetric.com/fight-details/671048cd1933855a,"March 23, 2014","
      0
    ","
      26 of 73
    ","
      50 of 98
    ","
      0 of 5
    ","
      0
    ","
      0
    ","
      0
    ","
      0
    ","
      37 of 124
    ","
      92 of 188
    ","
      0 of 8
    ","
      0
    ","
      0
    ","
      0
    ","
      14 of 56
    ","
      7 of 11
    ","
      5 of 6
    ","
      24 of 67
    ","
      2 of 6
    ","
      0 of 0
    ","
      21 of 94
    ","
      8 of 12
    ","
      8 of 18
    ","
      20 of 97
    ","
      17 of 27
    ","
      0 of 0
    "
win,Light Heavyweight,U-DEC,3,5:00,Fabio Maldonado,Gian Villante,http://www.fightmetric.com/fight-details/98cea844501261a9,"March 23, 2014","
      0
    ","
      132 of 217
    ","
      150 of 237
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      0
    ","
      33 of 92
    ","
      46 of 108
    ","
      3 of 12
    ","
      0
    ","
      3
    ","
      0
    ","
      100 of 168
    ","
      31 of 48
    ","
      1 of 1
    ","
      125 of 207
    ","
      6 of 8
    ","
      1 of 2
    ","
      13 of 68
    ","
      1 of 5
    ","
      19 of 19
    ","
      14 of 64
    ","
      7 of 12
    ","
      12 of 16
    "
win,Lightweight,U-DEC,3,5:00,Michel Prazeres,Mairbek Taisumov,http://www.fightmetric.com/fight-details/fcb3e9f89987d519,"March 23, 2014","
      1
    ","
      35 of 67
    ","
      66 of 106
    ","
      3 of 11
    ","
      0
    ","
      9
    ","
      0
    ","
      0
    ","
      26 of 91
    ","
      40 of 106
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      26 of 58
    ","
      4 of 4
    ","
      5 of 5
    ","
      24 of 53
    ","
      5 of 7
    ","
      6 of 7
    ","
      16 of 79
    ","
      6 of 8
    ","
      4 of 4
    ","
      23 of 81
    ","
      3 of 5
    ","
      0 of 5
    "
win,Featherweight,"KO/TKO

      

      
        Punch",1,1:17,Rony Jason,Steven Siler,http://www.fightmetric.com/fight-details/995f0dcdcd5fe43c,"March 23, 2014","
      1
    ","
      3 of 8
    ","
      3 of 8
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      0
    ","
      11 of 22
    ","
      11 of 22
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      3 of 8
    ","
      0 of 0
    ","
      0 of 0
    ","
      3 of 8
    ","
      0 of 0
    ","
      0 of 0
    ","
      5 of 12
    ","
      2 of 4
    ","
      4 of 6
    ","
      10 of 21
    ","
      0 of 0
    ","
      1 of 1
    "
win,Middleweight,"KO/TKO

      

      
        Kick",1,0:53,Thiago Santos,Ronny Markes,http://www.fightmetric.com/fight-details/283c0b3b7e425252,"March 23, 2014","
      0
    ","
      0 of 1
    ","
      0 of 1
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      1
    ","
      7 of 16
    ","
      8 of 17
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      0 of 1
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 1
    ","
      0 of 0
    ","
      0 of 0
    ","
      6 of 14
    ","
      1 of 1
    ","
      0 of 1
    ","
      1 of 5
    ","
      0 of 0
    ","
      6 of 11
    "
win,Flyweight,"SUB

      

      
        Rear Naked Choke",1,3:07,Jussier Formiga,Scott Jorgensen,http://www.fightmetric.com/fight-details/a5827bfce19e63ea,"March 23, 2014","
      0
    ","
      9 of 23
    ","
      13 of 27
    ","
      1 of 4
    ","
      1
    ","
      1
    ","
      0
    ","
      0
    ","
      6 of 24
    ","
      9 of 27
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      7 of 20
    ","
      2 of 3
    ","
      0 of 0
    ","
      6 of 19
    ","
      2 of 2
    ","
      1 of 2
    ","
      5 of 23
    ","
      0 of 0
    ","
      1 of 1
    ","
      6 of 23
    ","
      0 of 1
    ","
      0 of 0
    "
win,Welterweight,"SUB

      

      
        Rear Naked Choke",1,1:45,Kenny Robertson,Thiago Perpetuo,http://www.fightmetric.com/fight-details/5464d7ccb4177464,"March 23, 2014","
      0
    ","
      0 of 1
    ","
      1 of 2
    ","
      1 of 1
    ","
      0
    ","
      0
    ","
      0
    ","
      0
    ","
      9 of 14
    ","
      17 of 22
    ","
      1 of 1
    ","
      1
    ","
      2
    ","
      0
    ","
      0 of 1
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 1
    ","
      0 of 0
    ","
      0 of 0
    ","
      8 of 13
    ","
      0 of 0
    ","
      1 of 1
    ","
      3 of 4
    ","
      0 of 0
    ","
      6 of 10
    "
win,Light Heavyweight,S-DEC,3,5:00,Hans Stringer,Francimar Barroso,http://www.fightmetric.com/fight-details/8e87b33bea7c5da9,"March 23, 2014","
      0
    ","
      36 of 67
    ","
      76 of 114
    ","
      3 of 8
    ","
      0
    ","
      0
    ","
      0
    ","
      0
    ","
      44 of 77
    ","
      98 of 135
    ","
      1 of 8
    ","
      0
    ","
      1
    ","
      0
    ","
      11 of 35
    ","
      13 of 18
    ","
      12 of 14
    ","
      21 of 44
    ","
      9 of 13
    ","
      6 of 10
    ","
      21 of 51
    ","
      5 of 7
    ","
      18 of 19
    ","
      20 of 48
    ","
      16 of 17
    ","
      8 of 12
    "
win,Featherweight,"KO/TKO

      

      
        Flying Knee",1,2:39,Godofredo Pepey,Noad Lahat,http://www.fightmetric.com/fight-details/8f120352072bd5ed,"March 23, 2014","
      1
    ","
      5 of 23
    ","
      5 of 23
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      0
    ","
      11 of 22
    ","
      12 of 23
    ","
      0 of 2
    ","
      0
    ","
      0
    ","
      0
    ","
      4 of 21
    ","
      1 of 2
    ","
      0 of 0
    ","
      3 of 17
    ","
      2 of 5
    ","
      0 of 1
    ","
      5 of 13
    ","
      3 of 4
    ","
      3 of 5
    ","
      7 of 16
    ","
      4 of 6
    ","
      0 of 0
    "
win,Welterweight,U-DEC,5,5:00,Johny Hendricks,Robbie Lawler,http://www.fightmetric.com/fight-details/cdf58f62e289efec,"March 15, 2014","
      0
    ","
      158 of 397
    ","
      186 of 426
    ","
      2 of 10
    ","
      0
    ","
      0
    ","
      0
    ","
      0
    ","
      150 of 331
    ","
      162 of 343
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      111 of 343
    ","
      6 of 9
    ","
      41 of 45
    ","
      138 of 369
    ","
      18 of 26
    ","
      2 of 2
    ","
      141 of 320
    ","
      5 of 6
    ","
      4 of 5
    ","
      146 of 321
    ","
      4 of 10
    ","
      0 of 0
    "
win,Welterweight,KO/TKO,2,2:00,Tyron Woodley,Carlos Condit,http://www.fightmetric.com/fight-details/ba38b96f39db78c0,"March 15, 2014","
      0
    ","
      13 of 43
    ","
      52 of 84
    ","
      0 of 0
    ","
      1
    ","
      0
    ","
      0
    ","
      1
    ","
      14 of 29
    ","
      34 of 49
    ","
      3 of 3
    ","
      0
    ","
      0
    ","
      0
    ","
      6 of 32
    ","
      3 of 5
    ","
      4 of 6
    ","
      10 of 39
    ","
      3 of 4
    ","
      0 of 0
    ","
      10 of 23
    ","
      3 of 4
    ","
      1 of 2
    ","
      8 of 20
    ","
      6 of 9
    ","
      0 of 0
    "
win,Lightweight,U-DEC,3,5:00,Myles Jury,Diego Sanchez,http://www.fightmetric.com/fight-details/d4d4aded862ace46,"March 15, 2014","
      0
    ","
      25 of 93
    ","
      37 of 105
    ","
      0 of 0
    ","
      2
    ","
      0
    ","
      0
    ","
      0
    ","
      46 of 119
    ","
      54 of 129
    ","
      3 of 3
    ","
      0
    ","
      0
    ","
      0
    ","
      10 of 64
    ","
      12 of 21
    ","
      3 of 8
    ","
      21 of 89
    ","
      3 of 3
    ","
      1 of 1
    ","
      35 of 104
    ","
      3 of 6
    ","
      8 of 9
    ","
      40 of 111
    ","
      2 of 2
    ","
      4 of 6
    "
win,Welterweight,U-DEC,3,5:00,Hector Lombard,Jake Shields,http://www.fightmetric.com/fight-details/427a10db0406cfba,"March 15, 2014","
      0
    ","
      4 of 72
    ","
      58 of 128
    ","
      0 of 7
    ","
      1
    ","
      0
    ","
      0
    ","
      0
    ","
      27 of 56
    ","
      67 of 98
    ","
      5 of 5
    ","
      0
    ","
      2
    ","
      0
    ","
      2 of 55
    ","
      2 of 7
    ","
      0 of 10
    ","
      4 of 71
    ","
      0 of 1
    ","
      0 of 0
    ","
      20 of 46
    ","
      6 of 9
    ","
      1 of 1
    ","
      8 of 28
    ","
      11 of 15
    ","
      8 of 13
    "
win,Light Heavyweight,"SUB

      

      
        Other - Choke",1,1:29,Ovince Saint Preux,Nikita Krylov,http://www.fightmetric.com/fight-details/2d050cb1f7d8789a,"March 15, 2014","
      0
    ","
      1 of 1
    ","
      1 of 1
    ","
      1 of 1
    ","
      1
    ","
      1
    ","
      0
    ","
      0
    ","
      1 of 4
    ","
      1 of 4
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      0 of 0
    ","
      1 of 1
    ","
      0 of 0
    ","
      1 of 1
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 1
    ","
      1 of 3
    ","
      1 of 4
    ","
      0 of 0
    ","
      0 of 0
    "
win,Welterweight,S-DEC,3,5:00,Kelvin Gastelum,Rick Story,http://www.fightmetric.com/fight-details/56b57d076f874eb0,"March 15, 2014","
      0
    ","
      59 of 137
    ","
      62 of 142
    ","
      1 of 2
    ","
      0
    ","
      3
    ","
      1
    ","
      1
    ","
      45 of 163
    ","
      51 of 170
    ","
      0 of 1
    ","
      0
    ","
      1
    ","
      1
    ","
      45 of 120
    ","
      3 of 6
    ","
      11 of 11
    ","
      50 of 119
    ","
      7 of 16
    ","
      2 of 2
    ","
      26 of 133
    ","
      12 of 23
    ","
      7 of 7
    ","
      39 of 148
    ","
      5 of 12
    ","
      1 of 3
    "
win,Women's Bantamweight,S-DEC,3,5:00,Jessica Andrade,Raquel Pennington,http://www.fightmetric.com/fight-details/99170b2f2496e479,"March 15, 2014","
      0
    ","
      82 of 167
    ","
      87 of 172
    ","
      2 of 3
    ","
      2
    ","
      0
    ","
      0
    ","
      0
    ","
      66 of 158
    ","
      90 of 185
    ","
      3 of 8
    ","
      0
    ","
      3
    ","
      0
    ","
      51 of 134
    ","
      18 of 20
    ","
      13 of 13
    ","
      42 of 111
    ","
      33 of 47
    ","
      7 of 9
    ","
      47 of 133
    ","
      15 of 21
    ","
      4 of 4
    ","
      38 of 104
    ","
      27 of 51
    ","
      1 of 3
    "
win,Featherweight,"KO/TKO

      

      
        Knee",3,2:57,Dennis Bermudez,Jimy Hettes,http://www.fightmetric.com/fight-details/639013929b61e834,"March 15, 2014","
      3
    ","
      55 of 126
    ","
      94 of 180
    ","
      6 of 15
    ","
      1
    ","
      2
    ","
      0
    ","
      0
    ","
      34 of 64
    ","
      49 of 88
    ","
      0 of 4
    ","
      0
    ","
      1
    ","
      0
    ","
      31 of 96
    ","
      7 of 12
    ","
      17 of 18
    ","
      15 of 44
    ","
      25 of 47
    ","
      15 of 35
    ","
      16 of 40
    ","
      13 of 17
    ","
      5 of 7
    ","
      10 of 27
    ","
      23 of 36
    ","
      1 of 1
    "
win,Welterweight,S-DEC,3,5:00,Alex Garcia,Sean Spencer,http://www.fightmetric.com/fight-details/a5f39e8ff1398269,"March 15, 2014","
      0
    ","
      58 of 160
    ","
      62 of 164
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      1
    ","
      1
    ","
      61 of 135
    ","
      66 of 142
    ","
      8 of 11
    ","
      0
    ","
      3
    ","
      0
    ","
      42 of 132
    ","
      7 of 19
    ","
      9 of 9
    ","
      49 of 139
    ","
      9 of 21
    ","
      0 of 0
    ","
      53 of 126
    ","
      5 of 6
    ","
      3 of 3
    ","
      50 of 113
    ","
      11 of 20
    ","
      0 of 2
    "
win,Lightweight,U-DEC,3,5:00,Francisco Trevino,Renee Forte,http://www.fightmetric.com/fight-details/364ed6aecfc8d16d,"March 15, 2014","
      0
    ","
      14 of 70
    ","
      20 of 79
    ","
      5 of 9
    ","
      0
    ","
      3
    ","
      0
    ","
      0
    ","
      47 of 116
    ","
      63 of 133
    ","
      2 of 7
    ","
      0
    ","
      0
    ","
      0
    ","
      11 of 61
    ","
      3 of 8
    ","
      0 of 1
    ","
      9 of 56
    ","
      4 of 13
    ","
      1 of 1
    ","
      29 of 78
    ","
      6 of 15
    ","
      12 of 23
    ","
      26 of 86
    ","
      17 of 23
    ","
      4 of 7
    "
win,Flyweight,U-DEC,3,5:00,Justin Scoggins,Will Campuzano,http://www.fightmetric.com/fight-details/0175c0d2a98576f1,"March 15, 2014","
      0
    ","
      4 of 41
    ","
      28 of 70
    ","
      0 of 0
    ","
      1
    ","
      0
    ","
      0
    ","
      0
    ","
      61 of 103
    ","
      78 of 127
    ","
      6 of 10
    ","
      0
    ","
      13
    ","
      0
    ","
      3 of 36
    ","
      0 of 1
    ","
      1 of 4
    ","
      4 of 37
    ","
      0 of 2
    ","
      0 of 2
    ","
      50 of 88
    ","
      4 of 7
    ","
      7 of 8
    ","
      18 of 48
    ","
      6 of 7
    ","
      37 of 48
    "
win,Middleweight,"SUB

      

      
        Rear Naked Choke",1,4:33,Sean Strickland,Bubba McDaniel,http://www.fightmetric.com/fight-details/8f979d206eaec468,"March 15, 2014","
      0
    ","
      4 of 10
    ","
      4 of 10
    ","
      1 of 1
    ","
      0
    ","
      0
    ","
      0
    ","
      0
    ","
      20 of 35
    ","
      24 of 39
    ","
      1 of 2
    ","
      1
    ","
      3
    ","
      0
    ","
      1 of 5
    ","
      2 of 4
    ","
      1 of 1
    ","
      4 of 10
    ","
      0 of 0
    ","
      0 of 0
    ","
      17 of 29
    ","
      2 of 5
    ","
      1 of 1
    ","
      7 of 16
    ","
      2 of 2
    ","
      11 of 17
    "
win,Featherweight,U-DEC,3,5:00,Rob Whiteford,Daniel Pineda,http://www.fightmetric.com/fight-details/543dca66a449d9d5,"March 15, 2014","
      0
    ","
      24 of 44
    ","
      40 of 60
    ","
      1 of 5
    ","
      3
    ","
      1
    ","
      0
    ","
      0
    ","
      26 of 50
    ","
      54 of 84
    ","
      5 of 14
    ","
      0
    ","
      4
    ","
      0
    ","
      7 of 25
    ","
      8 of 10
    ","
      9 of 9
    ","
      14 of 31
    ","
      1 of 3
    ","
      9 of 10
    ","
      14 of 34
    ","
      9 of 12
    ","
      3 of 4
    ","
      17 of 34
    ","
      6 of 11
    ","
      3 of 5
    "
win,Light Heavyweight,"KO/TKO

      

      
        Knee",2,1:18,Alexander Gustafsson,Jimi Manuwa,http://www.fightmetric.com/fight-details/742fcd610f344810,"March 08, 2014","
      1
    ","
      21 of 43
    ","
      40 of 63
    ","
      1 of 2
    ","
      0
    ","
      1
    ","
      0
    ","
      0
    ","
      13 of 23
    ","
      15 of 25
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      16 of 36
    ","
      2 of 2
    ","
      3 of 5
    ","
      12 of 31
    ","
      5 of 7
    ","
      4 of 5
    ","
      4 of 14
    ","
      1 of 1
    ","
      8 of 8
    ","
      12 of 21
    ","
      1 of 2
    ","
      0 of 0
    "
win,Lightweight,U-DEC,3,5:00,Michael Johnson,Melvin Guillard,http://www.fightmetric.com/fight-details/73f55778c5c55c2f,"March 08, 2014","
      0
    ","
      48 of 146
    ","
      51 of 153
    ","
      1 of 4
    ","
      0
    ","
      0
    ","
      0
    ","
      0
    ","
      22 of 103
    ","
      22 of 103
    ","
      0 of 1
    ","
      0
    ","
      0
    ","
      0
    ","
      16 of 93
    ","
      11 of 28
    ","
      21 of 25
    ","
      36 of 116
    ","
      12 of 30
    ","
      0 of 0
    ","
      15 of 80
    ","
      4 of 19
    ","
      3 of 4
    ","
      13 of 89
    ","
      8 of 13
    ","
      1 of 1
    "
win,Flyweight,U-DEC,3,5:00,Brad Pickett,Neil Seery,http://www.fightmetric.com/fight-details/b5be58e7fa1e7439,"March 08, 2014","
      0
    ","
      49 of 141
    ","
      88 of 186
    ","
      4 of 8
    ","
      1
    ","
      4
    ","
      0
    ","
      0
    ","
      47 of 114
    ","
      54 of 122
    ","
      0 of 1
    ","
      0
    ","
      0
    ","
      0
    ","
      27 of 116
    ","
      7 of 9
    ","
      15 of 16
    ","
      34 of 106
    ","
      11 of 17
    ","
      4 of 18
    ","
      41 of 100
    ","
      6 of 14
    ","
      0 of 0
    ","
      41 of 102
    ","
      6 of 12
    ","
      0 of 0
    "
